#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string
#group,false,false,true,true,false,false,true,true
#default,_result,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T05:48:15.067Z,10,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T05:49:13.067Z,9,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T05:49:15.067Z,9,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T05:49:17.267Z,9,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T05:49:19.267Z,9,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T05:50:13.067Z,11,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T05:50:15.067Z,11,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T05:51:13.067Z,13,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T05:51:15.067Z,13,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T05:52:13.067Z,13,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T05:52:15.067Z,13,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T05:53:13.067Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T05:53:15.067Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T05:54:13.067Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T05:54:15.067Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T05:54:17.267Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T05:54:19.267Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T05:55:13.067Z,14,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T05:55:15.067Z,13,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T05:56:13.067Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T05:56:15.067Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T05:57:15.067Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T05:58:15.067Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T05:59:15.067Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T05:59:19.267Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:00:15.067Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:01:15.067Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:02:15.067Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:03:15.067Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:04:15.067Z,13,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:04:19.267Z,13,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:05:15.067Z,12,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:06:15.067Z,13,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:07:15.067Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:08:15.067Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:09:15.067Z,13,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:09:19.267Z,13,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:10:15.067Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:11:15.067Z,14,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:12:15.067Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:13:15.067Z,14,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:14:15.067Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:14:19.267Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:15:15.067Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:16:15.067Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:17:15.067Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:18:15.067Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:19:15.067Z,14,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:19:19.267Z,14,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:20:15.067Z,14,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:21:15.067Z,11,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:22:15.067Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:23:15.067Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:24:15.068Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:24:19.268Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:25:15.068Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:26:15.068Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:27:15.068Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:28:15.068Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:29:15.068Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:29:19.268Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:30:15.068Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:31:15.068Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:32:15.068Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:33:15.068Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:34:15.068Z,13,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:34:19.268Z,12,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:35:15.068Z,12,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:36:15.068Z,14,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:37:15.068Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:38:15.068Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:39:15.068Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:39:19.268Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:40:15.068Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:41:15.068Z,13,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:42:15.068Z,14,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:43:15.068Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:44:15.068Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:44:19.268Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:45:15.068Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:46:15.068Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:47:15.068Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:48:15.068Z,13,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:49:15.068Z,13,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:49:19.268Z,12,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:50:15.068Z,13,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:51:15.068Z,13,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:52:15.068Z,14,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:53:15.068Z,14,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:54:15.068Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:54:19.268Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:55:15.068Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:56:15.068Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:57:15.068Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:58:15.068Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:59:15.068Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T06:59:19.268Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:00:15.069Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:01:15.069Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:02:15.069Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:03:15.069Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:04:15.069Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:04:19.269Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:05:15.069Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:06:15.069Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:07:15.069Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:08:15.069Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:09:15.069Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:09:19.269Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:10:15.069Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:11:15.069Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:12:15.069Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:13:15.069Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:14:15.069Z,13,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:14:19.269Z,13,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:15:15.069Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:16:15.069Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:17:15.069Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:18:15.069Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:19:15.069Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:19:19.269Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:20:15.069Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:21:15.069Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:22:15.069Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:23:15.069Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:24:15.069Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:24:19.269Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:25:15.069Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:26:15.069Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:27:15.069Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:28:15.069Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:29:15.069Z,13,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:29:19.269Z,13,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:30:15.069Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:31:15.069Z,14,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:32:15.069Z,13,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:33:15.069Z,12,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:34:15.069Z,12,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:34:19.269Z,12,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:35:15.069Z,12,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:36:15.069Z,12,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:37:15.07Z,12,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:38:15.07Z,13,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:39:15.07Z,13,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:39:19.27Z,13,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:40:15.07Z,14,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:41:15.07Z,13,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:42:15.07Z,13,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:43:15.07Z,12,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:44:15.07Z,13,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:44:19.27Z,12,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:45:15.07Z,13,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:46:15.07Z,13,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:47:15.07Z,14,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:48:15.07Z,13,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:49:15.07Z,13,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:49:19.27Z,13,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:50:15.07Z,13,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:51:15.07Z,13,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:52:15.07Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:53:15.07Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:54:15.07Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:54:19.27Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:55:15.07Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:56:15.07Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:57:15.07Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:58:15.07Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:59:15.07Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T07:59:19.27Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:00:15.07Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:01:15.07Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:02:15.07Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:03:15.07Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:04:15.07Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:04:19.27Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:05:15.07Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:06:15.07Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:07:15.07Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:08:15.07Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:09:15.07Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:09:19.27Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:10:15.07Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:11:15.07Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:12:15.07Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:13:15.07Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:14:15.071Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:14:19.271Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:15:15.071Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:16:15.071Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:17:15.071Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:18:15.071Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:19:15.071Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:19:19.271Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:20:15.071Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:21:15.071Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:22:15.071Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:23:15.071Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:24:15.071Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:24:19.271Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:25:15.071Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:26:15.071Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:27:15.071Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:28:15.071Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:29:15.071Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:29:19.271Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:30:15.071Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:31:15.071Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:32:15.071Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:33:15.071Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:34:15.071Z,4,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:34:19.271Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:35:15.071Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:36:15.071Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:37:15.071Z,1,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:38:15.071Z,1,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:39:15.071Z,0,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:39:19.271Z,2,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:40:15.071Z,11,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:41:15.071Z,13,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:42:15.071Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:43:15.071Z,15,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:44:15.071Z,12,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:44:19.271Z,11,value,ASA1321L
,,0,2019-01-02T00:00:00Z,2019-01-03T00:00:00Z,2019-01-02T08:45:15.071Z,8,value,ASA1321L
