#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
#group,false,false,true,true,false,false,true,true,true,true
#default,_result,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,id,object
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-08-23T03:03:48Z,227,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-08-23T06:59:38Z,237,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-08-23T10:55:46Z,219,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-08-23T18:47:31Z,224,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-08-23T22:43:14Z,231,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-08-24T02:39:05Z,231,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-08-24T06:34:57Z,239,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-08-24T10:30:37Z,249,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-08-24T14:26:32Z,246,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-08-24T18:22:23Z,252,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-08-24T22:18:06Z,261,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-08-25T02:13:58Z,258,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-08-25T08:07:47Z,267,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-08-25T12:03:29Z,274,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-08-25T15:59:27Z,271,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-08-25T19:55:15Z,279,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-08-25T23:50:59Z,284,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-08-26T03:46:52Z,284,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-08-26T07:42:45Z,291,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-08-26T11:38:27Z,298,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-08-26T15:34:26Z,292,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-08-26T19:30:16Z,299,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-08-26T23:26:00Z,305,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-08-27T00:53:22Z,2650,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-08-27T05:19:50Z,307,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-08-27T09:15:44Z,310,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-08-27T13:11:26Z,316,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-08-27T17:07:27Z,311,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-08-27T21:03:15Z,319,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-08-28T00:59:01Z,321,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-08-28T04:54:56Z,321,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-08-28T08:50:48Z,328,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-08-28T13:37:06Z,3265,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-08-28T16:42:34Z,324,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-08-28T20:38:23Z,333,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-08-29T00:34:09Z,337,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-08-29T04:30:04Z,335,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-08-29T10:23:54Z,343,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-08-29T14:19:37Z,347,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-08-29T18:15:39Z,342,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-08-29T22:11:28Z,349,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-08-30T02:06:37Z,389,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-08-30T06:02:34Z,388,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-08-30T09:58:27Z,394,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-08-30T19:48:12Z,394,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-08-30T23:43:59Z,401,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-08-31T03:39:50Z,399,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-08-31T09:33:43Z,407,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-08-31T13:29:28Z,412,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-08-31T17:25:27Z,407,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-08-31T21:21:23Z,409,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-01T01:17:12Z,412,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-01T05:13:06Z,411,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-01T11:06:59Z,419,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-01T14:23:07Z,3380,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-01T18:58:49Z,416,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-01T22:54:41Z,422,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-02T02:50:31Z,422,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-02T06:46:26Z,423,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-02T10:42:22Z,429,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-02T14:38:10Z,432,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-02T18:36:17Z,239,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-02T22:32:12Z,242,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-03T02:28:03Z,241,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-03T06:24:04Z,233,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-03T13:22:42Z,3110,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-03T14:25:32Z,858,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-03T16:13:46Z,242,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-03T20:09:51Z,234,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-04T00:05:45Z,237,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-04T04:01:37Z,234,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-04T07:57:36Z,232,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-04T11:53:34Z,235,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-04T15:49:21Z,238,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-04T19:45:26Z,229,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-04T23:41:24Z,230,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-05T03:37:16Z,229,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-05T07:33:16Z,223,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-05T11:29:14Z,228,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-05T15:25:03Z,233,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-05T19:21:08Z,222,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-05T23:17:08Z,221,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-06T03:13:00Z,222,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-06T07:09:01Z,213,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-06T17:50:55Z,3133,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-06T20:54:55Z,212,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-07T02:06:19Z,2987,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-07T04:46:45Z,214,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-07T06:44:49Z,206,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-07T08:42:48Z,208,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-07T14:36:43Z,216,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-07T16:34:39Z,214,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-07T18:32:39Z,211,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-07T20:30:45Z,203,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-07T22:28:48Z,202,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-08T00:26:49Z,201,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-08T02:24:44Z,205,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-08T04:22:40Z,205,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-08T06:20:43Z,196,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-08T08:18:43Z,197,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-08T10:16:44Z,197,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-08T14:12:42Z,204,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-08T16:10:39Z,202,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-08T18:08:36Z,202,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-08T20:06:42Z,195,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-08T22:04:48Z,189,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-09T00:02:48Z,191,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-09T02:00:46Z,192,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-09T03:58:41Z,196,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-09T05:56:41Z,191,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-09T07:54:44Z,185,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-09T09:52:43Z,189,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-09T13:48:45Z,191,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-09T15:46:40Z,195,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-09T17:44:38Z,193,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-09T19:42:41Z,186,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-09T21:40:48Z,181,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-09T23:38:52Z,178,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-10T01:36:52Z,179,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-10T03:34:52Z,177,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-10T05:32:49Z,178,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-10T07:30:50Z,173,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-10T09:28:54Z,169,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-10T11:26:55Z,173,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-10T15:22:55Z,176,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-10T17:20:48Z,181,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-10T19:18:50Z,175,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-10T21:16:54Z,172,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-10T23:15:02Z,166,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-11T01:13:06Z,163,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-11T03:11:04Z,166,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-11T05:09:02Z,165,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-11T07:07:00Z,164,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-11T09:05:05Z,158,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-11T11:03:08Z,157,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-11T14:59:07Z,165,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-11T16:57:04Z,166,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-11T18:55:03Z,164,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-11T20:53:08Z,157,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-11T22:51:17Z,149,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-12T00:49:21Z,149,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-12T02:47:25Z,145,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-12T04:45:19Z,151,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-12T06:43:20Z,146,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-12T08:41:22Z,143,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-12T10:39:28Z,140,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-12T12:37:31Z,140,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-12T16:33:27Z,150,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-12T18:31:26Z,147,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-12T20:29:29Z,142,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-12T22:27:37Z,135,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-13T02:23:48Z,130,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-13T04:21:46Z,132,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-13T06:19:46Z,129,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-13T08:17:47Z,127,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-13T10:15:55Z,118,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-13T12:13:57Z,120,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-13T18:07:55Z,129,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-13T20:05:55Z,126,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-13T22:04:07Z,113,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-14T00:02:12Z,113,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-14T03:58:20Z,108,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-14T05:56:20Z,109,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-14T07:54:21Z,105,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-14T09:52:27Z,97,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-14T11:50:30Z,98,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-14T13:48:34Z,98,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-14T17:44:28Z,112,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-14T19:42:33Z,102,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-14T21:40:36Z,98,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-14T23:38:47Z,89,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-15T03:35:02Z,78,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-15T05:33:01Z,82,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-15T07:31:06Z,72,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-15T09:29:10Z,67,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-15T11:27:19Z,56,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-15T13:25:15Z,69,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-15T17:21:15Z,81,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-15T19:19:20Z,72,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-15T21:17:21Z,69,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-15T23:15:37Z,48,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-16T01:13:44Z,47,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-16T05:09:55Z,39,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-19T10:39:08Z,3078,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-19T12:11:06Z,520,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-09-19T20:54:57Z,2957,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-02T13:45:52Z,2978,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-03T01:10:52Z,3114,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-05T02:18:46Z,3145,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-06T03:03:10Z,51,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-06T18:46:47Z,37,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-06T22:42:48Z,28,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-07T02:38:24Z,61,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-07T06:34:21Z,47,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-07T10:27:21Z,317,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-07T16:21:14Z,313,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-07T20:17:08Z,307,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-08T00:13:04Z,305,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-08T04:08:53Z,310,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-08T08:04:50Z,299,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-08T12:00:46Z,300,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-08T15:56:43Z,294,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-08T19:52:30Z,294,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-08T23:48:29Z,289,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-09T03:44:20Z,293,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-09T07:40:11Z,288,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-09T11:36:10Z,284,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-09T17:30:01Z,280,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-09T21:25:55Z,274,duration,sci,S1BS,Mars
,,0,2020-06-01T00:00:00Z,2020-11-27T12:00:00Z,2020-10-10T01:21:51Z,273,duration,sci,S1BS,Mars
